Date,dma_a,dma_b,dma_c,dma_d,dma_e,dma_f,dma_g,dma_h,dma_i,dma_j
2021-10-24 07:00:00,10.69,7.8,3.89,31.66,67.67,7.24,21.33,15.98,17.21,23.68
2021-10-24 08:00:00,12.51,9.4,5.54,40.12,87.2,8.28,28.3,22.11,18.64,25.66
2021-10-24 09:00:00,12.49,10.8,6.38,42.93,103.02,8.59,34.99,26.19,18.16,28.07
2021-10-24 10:00:00,12.98,10.82,6.19,44.8,105.08,9.57,36.14,26.82,17.27,27.1
2021-10-24 11:00:00,12.6,10.92,5.62,46.13,99.1,6.77,32.83,23.93,17.18,27.44
2021-10-24 12:00:00,11.83,10.02,5.34,41.57,92.92,10.23,30.31,23.52,17.24,26.2
2021-10-24 13:00:00,11.74,8.94,4.66,38.16,88.22,8.92,27.67,22.43,17.78,27.23
2021-10-24 14:00:00,11.62,9.12,4.56,36.35,81.93,7.11,27.73,20.99,16.78,25.32
2021-10-24 15:00:00,10.68,9.4,4.56,32.61,77.21,5.9,25.32,20.22,16.46,23.61
2021-10-24 16:00:00,8.92,9.73,4.57,32.28,78.56,7.43,25.54,20.36,16.22,24.09
2021-10-24 17:00:00,7.43,9.39,3.95,34.6,79.25,8.53,26.41,20.04,16.1,24.19
2021-10-24 18:00:00,6.73,9.57,4.27,34.96,85.16,7.76,27.8,21.25,16.42,24.5
2021-10-24 19:00:00,7.58,9.39,4.48,36.67,,8.81,30.38,22.34,17.23,25.4
2021-10-24 20:00:00,8.91,9.4,4.37,40.46,88.55,7.96,29.09,21.92,17.14,25.48
2021-10-24 21:00:00,7.99,8.81,4.05,34.43,79.23,7.07,25.6,20.68,16.3,23.12
2021-10-24 22:00:00,6.05,8.34,3.32,25.87,71.55,6.73,24.06,17.59,16.6,23.04
2021-10-24 23:00:00,5.98,7.81,2.98,26.53,67.28,7.06,21.17,16.48,15.55,21.17
2021-10-25 00:00:00,5.82,7.29,2.52,21.92,58.3,5.77,17.81,13.76,16.73,22.45
2021-10-25 01:00:00,5.65,7.09,2.32,25.9,53.66,6.19,15.57,11.13,17.54,22.78
2021-10-25 02:00:00,5.88,6.91,2.23,23.27,51.48,5.63,15.45,10.82,16.6,21.17
2021-10-25 03:00:00,6.45,6.9,2.25,23.17,50.78,5.43,,10.35,17.31,22.57
2021-10-25 04:00:00,4.95,7.0,2.3,26.03,51.42,5.24,16.61,10.38,16.21,21.73
2021-10-25 05:00:00,5.53,7.6,2.6,27.11,55.24,5.56,16.8,11.49,15.48,21.18
2021-10-25 06:00:00,7.94,8.47,3.59,33.81,70.16,7.62,24.44,15.99,17.67,24.88
2021-10-25 07:00:00,13.81,9.92,5.04,39.55,98.22,12.13,31.86,25.28,20.64,30.21
2021-10-25 08:00:00,13.99,9.6,4.91,40.72,97.65,9.27,33.46,28.73,21.52,31.0
2021-10-25 09:00:00,13.98,9.15,5.0,37.81,95.13,7.59,31.18,28.99,28.84,39.89
2021-10-25 10:00:00,12.75,8.84,4.07,34.77,88.12,7.81,30.25,27.73,31.07,42.06
2021-10-25 11:00:00,11.44,8.77,4.19,39.0,85.48,7.97,27.32,25.77,29.51,39.68
2021-10-25 12:00:00,11.41,8.56,4.42,41.72,86.38,7.22,25.77,26.2,21.29,30.16
2021-10-25 13:00:00,10.79,8.6,4.52,37.57,84.54,7.28,26.86,25.76,22.34,32.21
2021-10-25 14:00:00,11.4,8.38,4.25,34.07,81.85,5.93,26.5,25.41,22.77,30.7
2021-10-25 15:00:00,13.47,8.59,3.86,32.06,77.41,10.22,23.97,22.77,22.53,31.04
2021-10-25 16:00:00,11.69,8.28,3.91,31.5,77.63,7.45,24.42,22.1,21.09,28.63
2021-10-25 17:00:00,10.63,8.45,4.04,32.73,77.67,8.11,24.26,21.41,20.18,28.49
2021-10-25 18:00:00,9.29,9.02,4.23,36.32,84.31,8.43,26.86,23.74,18.38,26.34
2021-10-25 19:00:00,9.04,9.17,4.46,40.71,88.78,8.24,30.32,23.92,19.84,28.89
2021-10-25 20:00:00,9.22,8.99,4.52,38.7,90.93,7.9,31.98,24.3,21.55,28.95
2021-10-25 21:00:00,7.78,8.49,3.96,37.06,83.49,7.8,28.24,20.95,18.75,25.7
2021-10-25 22:00:00,5.62,8.05,3.17,32.5,72.36,7.37,23.73,18.4,19.96,25.77
2021-10-25 23:00:00,5.57,7.43,3.02,26.44,66.14,6.55,21.2,15.95,19.21,24.08
2021-10-26 00:00:00,4.95,6.94,2.49,22.58,57.83,6.44,18.22,13.34,18.09,22.16
2021-10-26 01:00:00,4.24,6.72,2.32,22.38,52.27,5.65,15.64,11.77,17.69,21.37
2021-10-26 02:00:00,16.4,6.6,2.18,24.37,50.8,5.95,15.42,10.87,18.19,21.07
2021-10-26 03:00:00,5.75,6.92,2.17,24.02,50.42,5.76,15.27,10.96,18.86,23.5
2021-10-26 04:00:00,5.31,7.0,2.33,26.49,51.53,5.89,16.43,10.68,18.27,23.36
2021-10-26 05:00:00,8.52,6.95,3.03,25.68,56.09,6.31,17.06,12.22,18.51,23.53
2021-10-26 06:00:00,7.98,8.28,3.8,34.53,74.06,7.39,22.43,15.49,18.83,26.04
2021-10-26 07:00:00,13.95,9.39,5.09,43.29,101.05,8.72,32.88,25.3,19.1,27.68
2021-10-26 08:00:00,14.1,9.4,4.87,37.92,97.25,8.18,32.36,28.38,22.45,32.55
2021-10-26 09:00:00,14.51,8.66,5.19,37.52,92.21,8.35,32.2,28.13,23.19,34.29
2021-10-26 10:00:00,10.16,8.72,4.09,33.15,86.3,11.71,27.84,27.82,25.97,33.88
2021-10-26 11:00:00,11.19,8.13,3.89,33.81,82.44,,25.91,26.61,22.74,32.37
2021-10-26 12:00:00,11.54,8.48,3.72,34.43,83.33,,25.3,27.65,22.11,31.48
2021-10-26 13:00:00,11.19,8.8,4.05,36.22,84.14,,26.75,26.54,23.25,32.7
2021-10-26 14:00:00,11.75,8.6,3.51,34.74,80.09,7.58,25.65,24.07,23.79,33.3
2021-10-26 15:00:00,11.16,8.41,3.67,33.88,79.12,9.91,24.32,22.98,21.95,29.31
2021-10-26 16:00:00,10.35,8.78,3.82,33.33,76.29,7.31,23.67,23.13,24.46,32.53
2021-10-26 17:00:00,10.7,8.89,3.82,33.66,77.17,11.03,25.1,21.71,19.5,27.4
2021-10-26 18:00:00,11.64,8.57,4.17,34.58,81.83,9.5,28.33,23.24,21.95,29.78
2021-10-26 19:00:00,11.93,9.07,4.83,36.93,90.33,9.39,29.69,22.93,22.5,30.49
2021-10-26 20:00:00,12.53,9.29,4.62,38.22,90.21,8.8,30.74,24.55,18.29,26.13
2021-10-26 21:00:00,11.86,8.83,4.1,36.32,81.7,8.13,27.95,21.2,18.39,25.95
2021-10-26 22:00:00,9.34,7.99,3.53,29.21,73.82,7.9,24.96,18.72,18.01,24.43
2021-10-26 23:00:00,6.79,7.4,3.15,29.43,67.37,6.77,21.58,16.12,17.5,23.63
2021-10-27 00:00:00,9.51,7.1,2.54,25.99,58.86,6.92,18.74,13.47,18.35,22.58
2021-10-27 01:00:00,7.86,6.77,2.32,21.34,54.16,5.62,16.0,11.29,18.16,22.82
2021-10-27 02:00:00,7.55,6.67,2.22,17.66,50.95,6.01,15.67,10.28,16.18,20.1
2021-10-27 03:00:00,7.28,6.77,2.25,22.08,50.59,,14.96,10.48,18.28,22.93
2021-10-27 04:00:00,7.54,6.8,2.3,23.57,52.09,5.92,15.98,10.32,16.32,21.74
2021-10-27 05:00:00,8.43,6.9,2.69,25.68,55.34,5.41,17.27,11.95,16.53,21.99
2021-10-27 06:00:00,10.03,8.21,4.01,34.66,72.15,7.62,22.76,15.42,19.68,27.15
2021-10-27 07:00:00,13.34,9.51,5.47,43.38,101.11,8.51,32.96,25.29,21.78,32.06
2021-10-27 08:00:00,11.76,9.69,5.05,45.22,100.33,8.34,33.44,29.27,22.41,32.7
2021-10-27 09:00:00,10.94,9.72,4.93,40.04,92.29,6.96,29.61,29.84,22.6,31.87
2021-10-27 10:00:00,12.33,9.05,4.13,38.32,88.54,7.42,27.83,28.0,26.23,34.26
2021-10-27 11:00:00,12.57,8.68,4.01,32.4,84.95,6.92,25.72,25.89,26.7,36.39
2021-10-27 12:00:00,10.45,9.11,3.85,39.36,84.78,6.36,24.98,27.56,23.53,32.2
2021-10-27 13:00:00,10.58,9.09,3.85,32.76,85.35,7.68,26.25,26.86,22.19,31.03
2021-10-27 14:00:00,10.46,9.25,3.74,36.87,83.08,7.14,26.36,25.46,24.63,34.12
2021-10-27 15:00:00,10.82,8.73,4.23,37.07,78.93,8.58,23.86,23.52,21.65,28.77
2021-10-27 16:00:00,10.41,8.78,4.09,36.64,77.86,7.14,24.05,22.03,24.49,33.7
2021-10-27 17:00:00,8.25,8.79,4.14,31.5,77.24,7.41,26.36,22.7,22.27,30.47
2021-10-27 18:00:00,7.92,8.87,4.5,33.71,84.13,8.29,29.26,24.18,20.57,27.34
2021-10-27 19:00:00,8.7,9.0,4.46,37.72,90.2,8.72,30.04,25.2,19.43,27.0
2021-10-27 20:00:00,9.54,9.16,4.71,38.03,89.66,8.67,30.22,24.45,19.8,27.45
2021-10-27 21:00:00,9.3,8.35,4.32,34.47,84.09,6.22,27.2,21.6,20.47,27.07
2021-10-27 22:00:00,8.15,8.1,3.45,30.61,73.48,7.47,24.35,19.48,18.41,24.35
2021-10-27 23:00:00,7.21,7.39,3.01,30.79,67.36,6.84,22.16,16.61,18.71,23.85
2021-10-28 00:00:00,6.23,7.23,2.45,22.71,58.1,6.48,18.96,14.17,18.23,21.85
2021-10-28 01:00:00,5.87,6.88,2.37,21.89,52.71,5.64,17.03,11.84,19.27,23.48
2021-10-28 02:00:00,6.51,6.71,2.32,23.57,51.31,6.55,15.66,10.8,17.54,21.35
2021-10-28 03:00:00,7.24,6.74,2.45,23.34,51.11,6.05,15.2,10.52,19.1,22.03
2021-10-28 04:00:00,6.21,6.69,2.76,23.91,52.17,5.89,15.67,10.45,16.43,21.55
2021-10-28 05:00:00,6.2,7.06,3.0,27.5,57.02,7.06,16.5,11.88,18.06,23.54
2021-10-28 06:00:00,6.82,8.2,3.98,34.68,71.88,7.2,22.29,16.36,19.4,27.3
2021-10-28 07:00:00,10.28,9.31,5.38,39.78,98.68,9.26,35.17,25.73,23.8,32.09
2021-10-28 08:00:00,11.08,9.79,5.44,37.03,98.79,8.88,32.67,28.43,22.49,32.04
2021-10-28 09:00:00,11.27,9.56,5.27,36.47,94.66,6.91,30.25,28.82,23.37,32.49
2021-10-28 10:00:00,11.48,9.51,4.41,36.22,87.58,8.37,28.4,29.05,23.4,33.25
2021-10-28 11:00:00,10.88,9.31,4.15,35.98,84.84,7.79,25.24,26.46,21.28,30.41
2021-10-28 12:00:00,11.12,9.51,3.78,36.26,85.4,8.52,25.34,27.13,22.84,32.35
2021-10-28 13:00:00,11.7,8.77,4.02,37.98,84.55,7.69,25.31,26.64,23.8,32.62
2021-10-28 14:00:00,13.15,9.56,3.92,37.73,82.55,7.6,26.34,24.62,22.24,30.75
2021-10-28 15:00:00,12.14,9.0,3.97,33.47,79.47,7.68,24.58,22.25,22.92,30.99
2021-10-28 16:00:00,10.08,8.41,3.76,35.05,79.31,6.74,24.63,22.64,22.47,31.09
2021-10-28 17:00:00,9.87,9.05,4.09,32.73,77.07,7.94,23.69,22.6,18.97,26.68
2021-10-28 18:00:00,8.98,8.65,4.57,34.86,81.53,7.76,26.79,23.75,19.47,28.16
2021-10-28 19:00:00,9.2,9.28,5.04,39.32,86.68,8.69,28.08,23.48,21.06,28.87
2021-10-28 20:00:00,8.71,8.94,4.56,39.93,90.4,7.81,29.42,24.2,19.88,28.63
2021-10-28 21:00:00,8.23,8.46,4.02,35.77,83.47,8.27,27.52,21.81,17.76,25.29
2021-10-28 22:00:00,6.63,7.93,3.44,28.94,74.34,5.58,24.18,19.01,19.58,26.16
2021-10-28 23:00:00,5.83,7.86,3.16,27.52,67.51,7.64,22.55,17.3,18.31,23.21
2021-10-29 00:00:00,5.41,7.24,2.55,23.21,58.39,7.16,18.88,13.95,19.1,23.7
2021-10-29 01:00:00,5.02,6.95,2.37,24.89,52.92,6.47,17.39,11.29,18.48,21.73
2021-10-29 02:00:00,6.1,6.76,2.24,23.58,50.7,6.91,14.99,11.21,17.2,20.98
2021-10-29 03:00:00,6.8,6.81,2.16,24.21,50.46,5.34,15.02,10.92,18.89,23.3
2021-10-29 04:00:00,6.38,6.89,2.29,25.08,51.59,6.15,15.23,11.51,16.86,21.4
2021-10-29 05:00:00,6.46,7.03,2.54,26.04,55.81,6.66,16.73,12.35,16.53,21.73
2021-10-29 06:00:00,7.94,7.97,3.7,32.85,71.55,7.86,23.29,16.82,18.41,24.98
2021-10-29 07:00:00,10.25,9.6,5.45,42.0,97.74,9.16,33.56,25.24,21.34,31.02
2021-10-29 08:00:00,11.42,9.47,5.3,40.27,99.61,9.18,32.95,28.73,20.52,30.16
2021-10-29 09:00:00,11.3,9.49,4.89,39.37,96.87,7.57,29.21,30.16,23.0,32.09
2021-10-29 10:00:00,12.39,9.2,4.14,35.56,88.46,10.15,27.14,27.9,21.65,30.11
2021-10-29 11:00:00,12.05,8.83,3.85,33.26,84.84,6.57,27.26,25.77,23.81,32.51
2021-10-29 12:00:00,12.04,8.87,3.89,36.13,83.97,7.49,26.35,27.37,23.29,32.08
2021-10-29 13:00:00,13.12,9.5,4.12,36.09,84.83,7.83,26.84,25.4,22.54,31.89
2021-10-29 14:00:00,9.72,9.32,4.15,38.04,82.23,8.32,27.29,25.28,23.59,31.17
2021-10-29 15:00:00,17.6,9.08,3.78,36.94,79.89,7.93,25.35,23.39,22.5,30.09
2021-10-29 16:00:00,8.47,8.58,3.97,34.35,77.46,8.1,23.85,22.3,23.89,30.13
2021-10-29 17:00:00,7.17,8.77,4.52,32.15,79.48,8.35,24.42,21.49,20.99,29.32
2021-10-29 18:00:00,7.05,8.92,4.46,36.28,82.62,8.76,25.14,21.8,21.13,29.54
2021-10-29 19:00:00,7.83,8.65,4.39,39.63,88.14,8.52,27.05,23.36,20.66,28.79
2021-10-29 20:00:00,9.01,8.68,4.34,38.15,83.63,10.18,28.79,22.59,22.5,29.92
2021-10-29 21:00:00,8.17,8.44,3.9,36.4,77.97,8.18,25.23,20.88,18.48,24.88
2021-10-29 22:00:00,6.88,8.17,3.28,30.24,70.6,7.37,23.78,18.22,18.2,24.04
2021-10-29 23:00:00,6.4,7.39,3.21,25.31,66.35,7.09,22.62,16.17,17.47,22.43
2021-10-30 00:00:00,5.6,7.25,2.67,23.78,59.49,6.93,20.48,14.07,17.34,21.07
2021-10-30 01:00:00,5.23,6.92,2.38,24.99,54.29,5.89,16.65,12.3,17.28,20.71
2021-10-30 02:00:00,6.03,6.63,2.26,24.86,51.59,5.85,15.22,11.34,16.91,20.47
2021-10-30 03:00:00,5.43,6.7,2.18,25.47,51.15,5.71,14.91,10.92,18.63,22.4
2021-10-30 04:00:00,4.05,6.72,2.28,25.54,52.28,6.27,15.05,11.17,17.89,22.24
2021-10-30 05:00:00,4.43,7.05,2.5,24.73,54.01,5.4,16.34,11.42,15.63,20.03
2021-10-30 06:00:00,6.77,7.39,2.87,28.78,61.21,6.68,17.98,14.28,17.72,23.24
2021-10-30 07:00:00,8.16,8.69,4.27,33.51,76.27,7.52,24.52,19.58,18.16,26.02
2021-10-30 08:00:00,8.47,10.09,5.54,41.82,95.17,7.15,31.99,25.97,19.67,29.39
2021-10-30 09:00:00,9.77,10.66,6.03,43.85,104.43,9.68,35.14,29.2,18.92,29.94
2021-10-30 10:00:00,10.23,10.06,5.15,40.88,98.58,8.5,32.37,28.35,19.52,29.1
2021-10-30 11:00:00,8.74,9.29,4.96,41.28,90.51,8.4,29.73,25.65,19.22,28.38
2021-10-30 12:00:00,8.8,9.12,4.86,40.98,89.2,7.32,27.99,24.71,19.78,29.13
2021-10-30 13:00:00,8.73,9.02,4.5,40.6,87.57,8.37,27.08,23.73,19.45,27.47
2021-10-30 14:00:00,8.43,9.46,4.44,39.58,83.26,5.93,27.0,22.22,18.3,25.21
2021-10-30 15:00:00,7.33,8.94,4.07,33.16,79.21,8.36,27.08,21.7,17.41,24.03
2021-10-30 16:00:00,6.97,9.74,4.1,32.08,77.68,9.05,25.58,19.92,18.36,25.09
2021-10-30 17:00:00,6.47,10.24,4.38,32.57,77.96,8.56,25.81,19.49,17.51,24.43
2021-10-30 18:00:00,6.72,9.5,4.56,36.65,80.79,8.65,26.93,20.86,17.53,25.43
2021-10-30 19:00:00,7.34,9.3,4.15,41.97,82.85,8.31,27.26,20.66,17.77,25.14
2021-10-30 20:00:00,7.81,9.17,3.96,36.31,79.73,8.43,26.8,19.55,18.02,24.81
2021-10-30 21:00:00,7.3,8.53,3.54,31.66,74.7,6.52,23.49,17.28,17.87,23.07
2021-10-30 22:00:00,7.62,7.87,2.98,28.08,68.93,7.76,22.11,16.48,18.69,23.89
2021-10-30 23:00:00,6.83,7.64,3.14,28.76,65.87,6.42,20.96,15.69,16.82,22.45
2021-10-31 00:00:00,6.72,7.5,2.71,24.47,59.66,6.09,19.26,13.27,16.51,21.03
2021-10-31 01:00:00,6.68,7.12,2.45,25.51,55.18,6.36,17.13,12.19,16.04,20.23
2021-10-31 02:00:00,6.55,7.31,2.21,34.84,53.93,4.82,15.45,11.84,17.33,20.13
2021-10-31 03:00:00,6.23,7.14,2.23,37.58,50.85,5.24,15.43,10.78,16.91,20.55
2021-10-31 04:00:00,6.24,7.1,2.33,26.46,52.3,5.4,15.36,10.87,16.38,20.76
2021-10-31 05:00:00,6.33,7.26,2.52,28.23,54.26,6.34,16.92,11.2,16.53,20.43
2021-10-31 06:00:00,7.48,7.98,3.36,28.3,62.24,8.98,18.58,13.53,17.3,23.24
2021-10-31 07:00:00,10.14,8.96,4.34,33.7,80.13,14.27,24.72,19.26,16.86,24.74
2021-10-31 08:00:00,9.36,9.92,4.84,41.0,96.16,15.94,32.73,23.78,17.97,26.45
2021-10-31 09:00:00,10.41,10.5,4.59,46.27,103.18,11.55,37.72,27.82,18.67,27.56
2021-10-31 10:00:00,9.43,10.57,,43.77,95.99,5.82,33.45,26.2,18.1,26.74
2021-10-31 11:00:00,9.47,10.11,,38.83,89.99,7.46,28.61,22.4,18.55,26.04
2021-10-31 12:00:00,8.3,9.44,,40.14,86.13,9.2,27.92,22.35,18.47,26.32
2021-10-31 13:00:00,7.83,9.62,4.25,40.45,84.75,7.69,27.38,21.82,18.76,26.24
2021-10-31 14:00:00,8.28,9.77,4.07,32.41,79.14,7.62,25.44,19.72,17.37,23.65
2021-10-31 15:00:00,8.64,9.27,3.92,31.6,74.17,7.81,23.87,18.91,17.67,23.41
2021-10-31 16:00:00,9.39,8.87,4.04,,75.55,5.87,24.74,19.14,16.66,23.39
2021-10-31 17:00:00,8.75,9.05,4.28,35.73,77.03,8.39,26.22,20.21,18.87,24.51
2021-10-31 18:00:00,8.6,8.6,3.96,33.38,77.29,8.3,27.96,20.03,17.93,23.8
2021-10-31 19:00:00,8.61,8.52,3.73,35.35,78.62,8.51,26.18,19.34,17.68,23.45
2021-10-31 20:00:00,9.04,8.34,3.88,37.45,78.49,6.75,26.22,20.44,16.61,22.87
2021-10-31 21:00:00,8.31,8.09,3.46,26.99,71.37,5.77,24.92,17.15,15.72,22.31
2021-10-31 22:00:00,10.46,7.45,3.35,27.91,66.05,6.4,20.58,16.58,16.53,22.19
2021-10-31 23:00:00,12.66,7.46,2.68,27.78,61.91,5.32,20.54,15.86,15.83,21.34
2021-11-01 00:00:00,5.94,7.14,2.55,27.43,57.5,6.88,18.37,13.46,15.51,20.87
2021-11-01 01:00:00,5.91,7.01,2.34,24.89,53.42,6.54,16.39,12.0,15.51,19.69
2021-11-01 02:00:00,6.38,6.91,2.23,24.15,51.66,6.17,15.48,11.72,16.41,21.06
2021-11-01 03:00:00,5.6,6.64,2.16,23.45,52.15,6.44,15.6,10.98,16.21,20.96
2021-11-01 04:00:00,6.56,6.65,2.21,25.87,51.67,6.6,16.4,11.04,15.71,20.39
2021-11-01 05:00:00,6.89,6.79,2.36,24.97,54.19,5.94,16.4,11.48,15.57,19.98
2021-11-01 06:00:00,7.21,7.27,3.26,25.18,60.07,7.9,18.74,13.59,15.99,21.15
2021-11-01 07:00:00,9.61,8.36,3.98,30.6,72.76,9.13,22.53,17.94,16.53,23.21
2021-11-01 08:00:00,9.97,9.59,4.71,37.58,89.07,9.27,30.6,23.13,18.06,25.97
2021-11-01 09:00:00,10.21,10.56,5.03,41.05,97.27,8.81,32.09,26.69,17.15,25.66
2021-11-01 10:00:00,10.2,9.58,5.23,43.63,94.41,8.94,31.94,25.47,18.52,26.39
2021-11-01 11:00:00,10.02,9.44,4.82,44.87,87.09,9.5,29.04,22.66,17.8,24.92
2021-11-01 12:00:00,9.4,8.81,4.51,38.7,86.42,8.59,28.29,22.21,17.88,25.26
2021-11-01 13:00:00,9.55,8.88,4.34,38.35,83.67,8.16,27.41,21.68,17.02,23.71
2021-11-01 14:00:00,8.27,8.68,4.13,35.56,77.87,9.19,24.7,20.26,18.98,25.15
2021-11-01 15:00:00,8.25,8.44,3.88,32.5,76.91,7.89,23.58,20.67,17.43,23.68
2021-11-01 16:00:00,7.63,8.38,3.96,31.66,75.2,8.72,24.64,18.9,16.69,23.48
2021-11-01 17:00:00,7.34,8.66,3.9,33.95,76.84,8.01,26.28,19.1,16.14,23.21
2021-11-01 18:00:00,8.12,8.97,4.19,37.58,78.6,8.0,26.2,20.2,16.7,23.79
2021-11-01 19:00:00,9.26,8.56,4.14,35.85,81.07,8.76,27.88,20.45,17.58,24.7
2021-11-01 20:00:00,8.38,8.73,4.05,36.64,79.75,8.92,25.41,20.18,18.24,24.0
2021-11-01 21:00:00,7.84,8.08,3.83,33.25,73.99,6.81,25.4,18.44,16.42,22.21
2021-11-01 22:00:00,6.93,7.81,3.11,28.7,66.49,7.04,22.18,16.99,16.91,22.04
2021-11-01 23:00:00,6.98,7.11,2.83,25.0,63.13,7.09,20.15,14.74,15.95,20.69
2021-11-02 00:00:00,6.08,6.84,2.49,22.29,56.11,6.93,18.4,12.91,16.92,21.28
2021-11-02 01:00:00,17.37,7.05,2.46,24.25,51.84,5.69,16.33,11.11,16.6,20.58
2021-11-02 02:00:00,6.94,6.97,2.14,25.02,50.95,5.67,15.46,10.37,17.42,21.52
2021-11-02 03:00:00,5.68,6.74,2.15,25.4,51.56,5.29,15.37,10.22,17.31,21.4
2021-11-02 04:00:00,5.21,6.9,2.18,24.46,52.31,5.73,15.24,10.63,17.03,21.43
2021-11-02 05:00:00,5.07,6.99,2.49,25.25,55.92,6.73,15.84,11.52,16.36,20.92
2021-11-02 06:00:00,6.52,7.64,3.5,30.46,67.0,5.76,20.29,15.18,17.04,23.19
2021-11-02 07:00:00,9.86,8.85,4.57,35.28,85.26,9.24,29.0,21.34,20.46,28.64
2021-11-02 08:00:00,9.89,9.63,4.62,38.09,93.76,7.96,29.7,25.96,20.62,30.0
2021-11-02 09:00:00,10.64,9.07,4.68,39.48,94.92,7.67,28.92,28.15,20.49,28.77
2021-11-02 10:00:00,10.84,8.82,4.84,40.49,90.07,8.94,28.5,26.4,20.75,28.9
2021-11-02 11:00:00,10.73,9.0,4.04,33.86,83.34,7.39,27.01,24.09,21.15,29.78
2021-11-02 12:00:00,,8.8,3.9,36.24,86.13,9.03,26.75,24.03,20.36,28.62
2021-11-02 13:00:00,11.23,8.86,3.82,36.35,85.12,8.58,26.82,23.5,20.08,27.75
2021-11-02 14:00:00,11.33,9.06,4.09,35.71,81.13,10.61,25.1,22.53,22.95,29.56
2021-11-02 15:00:00,11.24,8.42,3.73,30.53,78.2,8.48,23.79,21.15,22.11,28.37
2021-11-02 16:00:00,9.99,8.49,3.81,34.74,74.51,7.81,24.08,19.72,20.09,27.84
2021-11-02 17:00:00,10.03,8.63,4.0,35.15,77.32,8.47,24.09,21.5,19.0,26.57
2021-11-02 18:00:00,9.21,8.54,3.97,34.79,81.78,7.52,25.51,20.76,17.93,25.09
2021-11-02 19:00:00,8.75,8.54,4.06,36.43,87.04,9.23,25.04,22.04,19.79,25.04
2021-11-02 20:00:00,9.4,8.61,4.21,37.39,85.7,6.42,25.62,20.9,19.28,25.23
2021-11-02 21:00:00,7.77,8.56,3.72,31.74,78.66,6.43,,18.83,16.78,23.99
2021-11-02 22:00:00,6.94,7.73,3.21,26.46,72.43,7.15,21.71,17.1,17.99,24.39
2021-11-02 23:00:00,7.0,7.38,2.78,30.0,68.25,7.31,20.52,15.69,17.51,22.94
2021-11-03 00:00:00,7.29,7.0,2.55,27.18,61.35,6.32,18.84,13.38,16.93,20.88
2021-11-03 01:00:00,7.63,7.04,2.31,25.27,55.93,5.33,16.25,11.49,15.26,19.36
2021-11-03 02:00:00,8.44,7.01,2.1,25.0,52.05,6.71,15.27,10.66,17.67,21.75
2021-11-03 03:00:00,9.14,6.61,2.11,24.8,52.49,6.37,15.03,10.32,17.05,21.46
2021-11-03 04:00:00,7.02,6.83,2.16,25.94,52.45,5.65,15.45,10.39,16.31,20.25
2021-11-03 05:00:00,7.72,6.86,2.44,27.52,54.36,5.83,16.42,11.52,17.1,21.83
2021-11-03 06:00:00,8.11,7.73,3.44,28.07,62.64,5.82,19.67,14.17,16.16,21.17
2021-11-03 07:00:00,11.01,9.26,4.68,36.6,79.1,8.85,24.69,19.55,18.25,25.51
2021-11-03 08:00:00,10.99,9.79,4.77,40.75,93.66,8.52,31.42,24.79,19.79,29.45
2021-11-03 09:00:00,9.76,9.55,4.96,39.36,98.17,10.72,33.96,27.17,21.99,30.22
2021-11-03 10:00:00,9.22,9.03,4.67,38.58,91.93,10.51,30.36,25.13,24.47,32.25
2021-11-03 11:00:00,8.63,8.91,4.17,37.82,86.63,7.79,28.74,24.3,21.39,28.37
2021-11-03 12:00:00,8.69,8.8,4.36,38.17,85.14,7.5,28.35,23.88,19.1,27.34
2021-11-03 13:00:00,8.8,8.78,4.05,37.3,82.88,9.15,26.81,23.74,19.12,26.1
2021-11-03 14:00:00,8.42,8.67,4.01,36.69,79.38,8.16,25.64,21.72,19.07,26.22
2021-11-03 15:00:00,7.94,8.79,3.71,32.4,76.26,8.49,23.71,20.05,19.54,26.27
2021-11-03 16:00:00,,8.46,3.85,29.86,75.94,7.13,25.48,20.19,23.53,29.08
2021-11-03 17:00:00,8.55,8.12,4.11,34.48,79.31,8.77,26.21,20.17,18.61,25.27
2021-11-03 18:00:00,8.66,8.58,3.99,37.9,82.56,8.34,28.1,22.59,18.75,25.35
2021-11-03 19:00:00,8.84,8.98,4.12,37.58,86.97,8.73,27.38,22.8,18.05,
2021-11-03 20:00:00,9.26,8.88,4.32,37.74,86.9,8.44,28.49,22.43,20.44,27.36
2021-11-03 21:00:00,8.4,8.47,3.79,33.5,80.06,7.51,24.71,20.86,19.63,25.7
2021-11-03 22:00:00,7.63,7.66,3.22,26.5,71.87,6.66,22.25,18.17,17.85,23.74
2021-11-03 23:00:00,7.25,7.39,2.86,25.75,65.86,6.67,21.61,16.81,17.18,22.01
2021-11-04 00:00:00,7.55,6.98,2.5,26.85,58.09,6.49,18.55,14.19,17.05,21.35
2021-11-04 01:00:00,7.25,7.15,2.3,25.33,52.99,5.58,15.44,12.41,17.6,21.25
2021-11-04 02:00:00,7.18,6.94,2.13,24.01,51.57,5.72,15.71,10.97,19.05,23.23
2021-11-04 03:00:00,6.31,6.73,2.19,24.24,51.42,5.6,14.55,10.55,18.15,21.27
2021-11-04 04:00:00,6.41,6.78,2.23,23.61,52.32,5.92,15.03,10.9,17.27,21.12
2021-11-04 05:00:00,6.94,6.99,2.51,25.19,56.15,5.63,15.9,12.05,17.5,21.28
